country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Portugal,wine light body heavily perfume clean fruit show palate addition geranium aromas ,Vintage,87,80.0,Port,,,Roger Voss,@vossroger,Quinta do Vale Meão 2015 Vintage  (Port),Port,Quinta do Vale Meão
Portugal,fullbodied wine convey douro warmth light touch tannin give shape pepper redberry fruit complete generous wine best food drink ,,87,30.0,Douro,,,Roger Voss,@vossroger,Quinta Nova de Nossa Senhora do Carmo 2016 Rosé (Douro),Rosé,Quinta Nova de Nossa Senhora do Carmo
US,late release source several vineyards date back 1970s 1980s thin palate tart plum herb orange peel pineapple hint low alcohol reflect cool vintage ,Selection,87,27.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Ransom 2013 Selection Pinot Noir (Eola-Amity Hills),Pinot Noir,Ransom
Portugal,simple open fruity wine gentle tannins ripe berry acidity make drink young fruitiness ready ,Beyra Colheita,87,12.0,Beira Interior,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2015 Beyra Colheita Red (Beira Interior),Portuguese Red,Rui Roboredo Madeira
Portugal,vines grow upper douro superior crisp also ripe apple apricot fruitiness lively wine tangy orange zest touch spice drink ,Castello d'Alba Branco,87,12.0,Douro,,,Roger Voss,@vossroger,Rui Roboredo Madeira 2016 Castello d'Alba Branco White (Douro),Portuguese White,Rui Roboredo Madeira
Portugal,ripe fullbodied rosé make 100 rich perfume touriga nacional good balance ripe strawberry fruit crisp acidity make fruity warm drink ,Vale da Poupa,87,10.0,Douro,,,Roger Voss,@vossroger,Secret Spot Wines 2016 Vale da Poupa Rosé (Douro),Rosé,Secret Spot Wines
US,make style southern rhône blend half viognier one quarter marsanne roussanne lightly lemony bite fat middle none three grapes overpower others flavor feel bite generic though ferment stainless steel gold color show hint toast ,Leverage,87,28.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Simple Machine 2013 Leverage White (Rogue Valley),Rhône-style White Blend,Simple Machine
New Zealand,mediumbodied wine feature heavy dose bake spice vanilla layer atop notions earth red cherries little dry woody cinnamon cleave note add charm ,,87,20.0,Marlborough,,,Joe Czerwinski,@JoeCz,Ten Sisters 2015 Pinot Noir (Marlborough),Pinot Noir,Ten Sisters
Italy,earlydrinking nero davola open ripe blackskinned fruit till soil cook spice aromas straightforward savory deliver black cherry blackberry grind pepper flavor alongside round tannins ,Campo Reale,87,14.0,Sicily & Sardinia,Sicilia,,Kerin O’Keefe,@kerinokeefe,Tenuta Rapitalà 2016 Campo Reale Nero d'Avola (Sicilia),Nero d'Avola,Tenuta Rapitalà
US,exceptionally light aciddriven wine flower green apple slightest reach honeycomblike texture weight itll well table unfussy approach crispness ,Estate,87,30.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Uptick Vineyards 2014 Estate Chardonnay (Russian River Valley),Chardonnay,Uptick Vineyards
France,consistently top show wine le val range ripe round creamy texture toasty spicy touch light wood age drink ,Le Val,87,12.0,France Other,Vin de France,,Roger Voss,@vossroger,Vinadeis 2016 Le Val Chardonnay (Vin de France),Chardonnay,Vinadeis
US,woody oak show 50 barrel fermentation behind wine source largely dry creek valley bake apple vanilla cream accent thickly concentrate frame big flavor soft lush texture ,,87,18.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Wild Thing 2015 Chardonnay (Sonoma County),Chardonnay,Wild Thing
New Zealand,win aromas mark bright cherries undercurrent button mushroom medium body crisp enough silkytextured tannin give grip drink ,,87,18.0,Marlborough,,,Joe Czerwinski,@JoeCz,Dashwood 2015 Pinot Noir (Marlborough),Pinot Noir,Dashwood
US,make 100 chardonnay show lemon apple nectarine nose hint croisant spritely bubble quickly fade leave honeydew green apple nectarine hint pastry finish fresh lemon juice tart apple ,Sauvage,87,27.0,America,,,Fiona Adams,@bkfiona,Gruet 2011 Sauvage Sparkling (America),Sparkling Blend,Gruet
France,base burgundy producer understand chardonnay thats wine finely balance ripe perfume character warm full aftertaste drink ,Tramier,87,10.0,France Other,Vin de France,,Roger Voss,@vossroger,L. Tramier & Fils 2016 Tramier Chardonnay (Vin de France),Chardonnay,L. Tramier & Fils
US,weighty creamy medium full body plenty lime pear flavor plus slight brown sugar vanilla note ,,85,14.0,California,North Coast,North Coast,Virginie Boone,@vboone,Souverain 2010 Chardonnay (North Coast),Chardonnay,Souverain
Italy,theres touch toast almond start grillo rev glass deliver note citrus stone fruit crush stone lemon tart mouthfeel crisp simple ,Sallier de la Tour,85,13.0,Sicily & Sardinia,Sicilia,,,,Tasca d'Almerita 2011 Sallier de la Tour Grillo (Sicilia),Grillo,Tasca d'Almerita
Chile,lightly herbal strawberry raspberry aromas authentic fresh palate light juicy snappy lean flavor red fruit dry spice finish dry oaky ,Reserve,85,13.0,Maipo Valley,,,Michael Schachner,@wineschach,Tres Palacios 2011 Reserve Pinot Noir (Maipo Valley),Pinot Noir,Tres Palacios
Italy,age 10 months stainless steel order maintain simple clean line nero di troia open spicy tone black pepper back ripe blackberry prune note theres touch bright acidity finish ,Torre del Falco,85,25.0,Southern Italy,Murgia,,,,Torrevento 2009 Torre del Falco Nero di Troia (Murgia),Nero di Troia,Torrevento
Italy,monica grape often show rustic raw quality aromas cherry cola black pepper sour fruit expression add touch bright acidity finish ,Dolia,85,14.0,Sicily & Sardinia,Monica di Sardegna,,,,Cantine di Dolianova 2010 Dolia  (Monica di Sardegna),Monica,Cantine di Dolianova
France,fruity lightly herbaceous fine textured acidity along pink grapefruit flavor wine bright easy ready drink months ,La Fleur d'Amélie,85,15.0,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château de Sours 2011 La Fleur d'Amélie  (Bordeaux Blanc),Bordeaux-style White Blend,Château de Sours
Italy,blend nero davola nerello mascalese deliver forest berry cola blue flower dusty mineral accent palate easy bright lean ,Rosso,85,25.0,Sicily & Sardinia,Sicilia,,,,Corvo 2010 Rosso Red (Sicilia),Red Blend,Corvo
US,make roussanne viognier rhône varieties blend dry soft heavy flavorful offer wave apricots peach coconuttinged macaroons ,Fifteen 10 White,85,24.0,California,Paso Robles,Central Coast,,,Derby 2010 Fifteen 10 White White (Paso Robles),Rhône-style White Blend,Derby
Italy,slightly bitter sour first bright sangiovese offer note forest berry cherry raspberry would pair nicely cheesy pizza pasta ,,85,12.0,Southern Italy,Terra degli Osci,,,,Di Majo Norante 2011 Sangiovese (Terra degli Osci),Sangiovese,Di Majo Norante
US,heavy soft lack structure vitality ripe flavor blackberry currants spice drink ,,85,20.0,California,Sonoma Valley,Sonoma,,,Envolve 2008 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Envolve
Chile,prickly wine strong blast nettle green herb aromas weight texture palate flavor citrus fruit salad green pithy mildly bitter green white pepper note dominate finish ,,85,18.0,Aconcagua Valley,,,Michael Schachner,@wineschach,Arboleda 2011 Sauvignon Blanc (Aconcagua Valley),Sauvignon Blanc,Arboleda
US,rich substantial potent blackberry cassis dark chocolate flavor high alcohol give hot mouthfeel really representative arrowood name old ,,85,30.0,California,Sonoma County,Sonoma,,,Arrowood 2008 Cabernet Sauvignon (Sonoma County),Cabernet Sauvignon,Arrowood
Italy,dark inky natural wine make organic fruit offer aromas cure beef prune follow accent tobacco wet earth theres much fruit show slightly bitter tannins close ,,85,40.0,Sicily & Sardinia,Faro,,,,Bonavita 2009  Faro,Red Blend,Bonavita
France,taste bone dry caramel note thats follow light bright note red berry apple finish crisp tight ,Rosé d'Une Nuit,85,12.0,Beaujolais,Beaujolais Rosé,,Roger Voss,@vossroger,Château de Pizay 2011 Rosé d'Une Nuit Gamay (Beaujolais Rosé),Gamay,Château de Pizay
France,estate entredeuxmers region wine firm concentrate pack ripe tannins juicy blackberry fruit dense dusty tannins smooth polish texture ,,85,15.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Marac 2010  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Marac
US,tart dry broad flavor express much varietal specificity note caramel butter yet knit together could improve significantly bottle age ,Stoller Vineyards,85,28.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Chehalem 2011 Stoller Vineyards Pinot Blanc (Dundee Hills),Pinot Blanc,Chehalem
Chile,leather cheese licorice herb tomato note define nose snappy crisp cabernet thats racy zesty rich deep finish wiry overall wine short richness ,Visión El Recurso Single Vineyard,85,16.0,Maipo Valley,,,Michael Schachner,@wineschach,Cono Sur 2010 Visión El Recurso Single Vineyard Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Cono Sur
Italy,one simple pleasures southern italy corvo steadily produce value sicilian reds white many generations blend open peach citrus pear note plus zesty freshness ,Bianco,85,25.0,Sicily & Sardinia,Sicilia,,,,Corvo 2011 Bianco White (Sicilia),White Blend,Corvo
Italy,open floral aromas violet rise bud follow light berry plum note palate taste easy fresh ,Glicine,85,25.0,Sicily & Sardinia,Sicilia,,,,Corvo 2011 Glicine Red (Sicilia),Red Blend,Corvo
France,classically fruity beaujolais south region pack bitter cherry ripe raspberry flavor tannins soft—plentiful enough lend structure delicious juicy ready drink ,Les Griottes,85,15.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Domaine du Vissoux 2011 Les Griottes  (Beaujolais),Gamay,Domaine du Vissoux
US,big heavy rosé orangepink color slightly sweet flavor jammy raspberry vanilla cream blend syrah grenache ,,85,25.0,California,Sonoma Mountain,Sonoma,,,Envolve 2011 Rosé (Sonoma Mountain),Rosé,Envolve
US,dion new entry long list erath singlevineyard win doesnt show much difficult vintage short intensely herbal strong scent flavor tomato leaf override hint ripe fruit flavor ,Dion,85,50.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2010 Dion Pinot Noir (Chehalem Mountains),Pinot Noir,Erath
US,difficult understand try pinot gris show light blush color wine almost pink result tannic tart rhubarblike flavor ,Dion Vineyard Rosé,85,14.0,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine ,Erath 2011 Dion Vineyard Rosé Pinot Gris (Chehalem Mountains),Pinot Gris,Erath
France,surprisingly structure fruit firm tannins nouveau still maintain juicy cherry flavor ripe acidity finish tangy textured character ,Nouveau,85,11.0,Beaujolais,Beaujolais,,Roger Voss,@vossroger,Georges Duboeuf 2012 Nouveau  (Beaujolais),Gamay,Georges Duboeuf
France,earthy effort show tough soil cahors minerally tight character dark color lace intense acids firm tannins ,Pigmentum,85,12.0,Southwest France,Cahors,,Roger Voss,@vossroger,Georges Vigouroux 2011 Pigmentum Malbec (Cahors),Malbec,Georges Vigouroux
Chile,start fresh nose modest herbal accent palate lively clean ample body good balance flavor cherry plum herb lead mildly greentasting finish ,Coastal Cool Climate,85,14.0,Casablanca Valley,,,Michael Schachner,@wineschach,Lomas del Valle 2011 Coastal Cool Climate Merlot (Casablanca Valley),Merlot,Lomas del Valle
Italy,blend primitivo 70 syrah open sweet aromas raspberry candy bitter almond finish characterize fresh blueberry flavor ,Ametys,85,17.0,Southern Italy,Puglia,,,,Miali 2011 Ametys Rosato (Puglia),Rosato,Miali
US,deliver great pinotlike character price tier give credit dry silkiness clean acidity vibrant cherry cola oak flavor ,,85,10.0,California,California,California Other,,,Newman's Own 2010 Pinot Noir (California),Pinot Noir,Newman's Own
US,demonstrate viogniers typical full fleshy intensely flavor palate tropical flavor kiwi bitter papaya seed plus ultraripe note honeydew hint flower ,Vinecroft Vineyard,85,25.0,Virginia,Virginia,,,,Pearmund 2011 Vinecroft Vineyard Viognier (Virginia),Viognier,Pearmund
Austria,blend st laurent pinot noir full round wine soft juicy texture come touch barnyard well warm strawberry fruit finish rich wine ready drink ,Erdpress,85,20.0,Niederösterreich,,,Roger Voss,@vossroger,Pratsch 2009 Erdpress Red (Niederösterreich),Austrian Red Blend,Pratsch
Italy,make organically farm grapes blend 60 sangiovese 30 barbera 10 sagrantino open aromas till earth blue flower ripe berry spice dense palate doles fleshy black cherry crush plum black pepper tobacco alongside firm velvety tannins finish succulent note ,,90,18.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Di Filippo 2012  Montefalco Rosso,Red Blend,Di Filippo
US,soft sexy smallproduction pinot make swanclone grapes exclusively provide intrigue spiciness wine amid spice brambly taste blackberry blueberry layer juicy palate tannins wellingrained finish ,Clonal Series Swan,90,55.0,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Domaine Carneros 2012 Clonal Series Swan Pinot Noir (Carneros),Pinot Noir,Domaine Carneros
US,approachable likable wine put typical driedgrass aromas atop stone fruit scent palate herbtinged parsley thyme rosemary find nice symbiosis riper nectarine melon flesh ,Flume Crossing,90,14.0,California,Arroyo Seco,Central Coast,Matt Kettmann,@mattkettmann,J. Lohr 2013 Flume Crossing Sauvignon Blanc (Arroyo Seco),Sauvignon Blanc,J. Lohr
US,supple accessible cabernet bright acidity soft tannins yet amply structure palate layer flavor cherry cranberry hit nuanced oak finish ,Double Lariat,90,60.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jamieson Ranch 2012 Double Lariat Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Jamieson Ranch
US,first vintage make vineyard owners 25 years welcome return one found families oregon viticulture strawberries raspberries tart spicy anchor elegant interest young wine finish continue clean welldefined dont look blockbuster style rather delicate refine ,,90,55.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Knudsen 2012 Pinot Noir (Dundee Hills),Pinot Noir,Knudsen
US,theres earthy intensity reserve wine generous oak cedar note complicate concentrate mix plum cherry berry nonetheless wine intrigue delight ,Private Reserve,90,65.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Buena Vista 2012 Private Reserve Pinot Noir (Sonoma County),Pinot Noir,Buena Vista
Italy,elegant yet extremely accessible present aromas bright red berry cleave whiff bake bread savory palate offer crush raspberry wild strawberry toast hazelnut cinnamon alongside soft mousse fresh acidity panebianco golden state wine ,Rosé Metodo Classico,90,30.0,Central Italy,Lambrusco di Modena,,Kerin O’Keefe,@kerinokeefe,Cantina della Volta 2010 Rosé Metodo Classico  (Lambrusco di Modena),Lambrusco di Sorbara,Cantina della Volta
Italy,bright silky blend sangiovese sagrantino cabernet sauvignon merlot offer aromas blue flower spicy red berry hint leather savory palate offer layer crush wild cherry red raspberry white pepper cleave alongside supple tannins succulent easy drink enjoy 2016 capture fresh fruit ,,90,19.0,Central Italy,Montefalco Rosso,,Kerin O’Keefe,@kerinokeefe,Cantina Fratelli Pardi 2011  Montefalco Rosso,Red Blend,Cantina Fratelli Pardi
